Subject,type,rowID,member,areamanagerid,areaid,areadesc,startdataarea,enddataarea,usageid,location,deliveryAddress,cityName,lat,long,stateAbbr,zipCode
https://opendata.rdw.nl/resource/t5pc-eb34/row-56i4_zku2~wczb,https://opendata.rdw.nl/resource/t5pc-eb34,row-56i4_zku2~wczb,t5pc-eb34,2448,826_AREND,Garage Arendshof (Oosterhout),20140101,29991231,GARAGEP,128,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-syxx~5772-f6es,https://opendata.rdw.nl/resource/t5pc-eb34,row-syxx~5772-f6es,t5pc-eb34,2448,363_MAHL,Garage Mahler (Amsterdam),20150204,29991231,GARAGEP,129,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-eev8_j88x.hgxt,https://opendata.rdw.nl/resource/t5pc-eb34,row-eev8_j88x.hgxt,t5pc-eb34,2448,597_RIDDER,Garage Ridderhof (Ridderkerk),20140101,29991231,GARAGEP,130,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-cwna.e3dk.cxm4,https://opendata.rdw.nl/resource/t5pc-eb34,row-cwna.e3dk.cxm4,t5pc-eb34,2448,518_TORE,Garage Torengarage (Den Haag),20131126,29991231,GARAGEP,131,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-paiz~vbfq_myaw,https://opendata.rdw.nl/resource/t5pc-eb34,row-paiz~vbfq_myaw,t5pc-eb34,2448,363_P22,Garage Amsterdamse Poort P22 (Amsterdam),20131118,29991231,GARAGEP,132,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-vrks~89km.p2m3,https://opendata.rdw.nl/resource/t5pc-eb34,row-vrks~89km.p2m3,t5pc-eb34,2448,917_KLOMP,Garage De Klomp (Heerlen),20140101,29991231,GARAGEP,133,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-kd63_4bwi-k9i4,https://opendata.rdw.nl/resource/t5pc-eb34,row-kd63_4bwi-k9i4,t5pc-eb34,2448,599_IKAZIA,Ikazia (Ziekenhuis) (Rotterdam),20140101,29991231,GARAGEP,134,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-pjpu-6bz7.phgy,https://opendata.rdw.nl/resource/t5pc-eb34,row-pjpu-6bz7.phgy,t5pc-eb34,2459,363_LOODS,Garage De Loodsen (Amsterdam),20150101,29991231,GARAGEP,135,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-u4qf_k84v.im24,https://opendata.rdw.nl/resource/t5pc-eb34,row-u4qf_k84v.im24,t5pc-eb34,687,687_HOUT,Garage Achter de Houttuinen (Middelburg),20131010,29991231,GARAGEP,136,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-as7j-u6th.5qt5,https://opendata.rdw.nl/resource/t5pc-eb34,row-as7j-u6th.5qt5,t5pc-eb34,2449,518_LEID,Garage Leidschenhof (Den Haag),20131107,29991231,GARAGEP,137,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-6csr-7c74-q6t5,https://opendata.rdw.nl/resource/t5pc-eb34,row-6csr-7c74-q6t5,t5pc-eb34,2448,599_WEENA,Weena (Rotterdam),20140101,29991231,GARAGEP,138,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-g4m7~a6ah~p8zn,https://opendata.rdw.nl/resource/t5pc-eb34,row-g4m7~a6ah~p8zn,t5pc-eb34,2448,796_TOL,Garage Tolbrug ('s-Hertogenbosch),20131126,29991231,GARAGEP,139,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-vg8d-zeja-hjtw,https://opendata.rdw.nl/resource/t5pc-eb34,row-vg8d-zeja-hjtw,t5pc-eb34,2062,518_LEY2,Garage Leyweg 2 (Den Haag),20131030,29991231,GARAGEP,140,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-pg44~7zxv_773q,https://opendata.rdw.nl/resource/t5pc-eb34,row-pg44~7zxv_773q,t5pc-eb34,2448,957_P10,Garage P10 Oranjerie (Roermond),20140101,29991231,GARAGEP,141,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-azaz.n2va~y8vu,https://opendata.rdw.nl/resource/t5pc-eb34,row-azaz.n2va~y8vu,t5pc-eb34,2449,344_P6,Garage P6 Rijnkade (Utrecht),20131108,29991231,GARAGEP,142,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-eamg_ahf2-gr38,https://opendata.rdw.nl/resource/t5pc-eb34,row-eamg_ahf2-gr38,t5pc-eb34,2448,402_HILVER,Garage Hilvertshof (Hilversum),20140101,29991231,GARAGEP,143,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-cbyu_pkmj_sevy,https://opendata.rdw.nl/resource/t5pc-eb34,row-cbyu_pkmj_sevy,t5pc-eb34,2459,518_MALI,Garage Malieveld (Den Haag),20131111,29991231,GARAGEP,144,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-y4vu_d7u7.vgh4,https://opendata.rdw.nl/resource/t5pc-eb34,row-y4vu_d7u7.vgh4,t5pc-eb34,1742,1742_HGN,Garage De Hagen (Rijssen),20131009,29991231,GARAGEP,145,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-beck-acn4~rww5,https://opendata.rdw.nl/resource/t5pc-eb34,row-beck-acn4~rww5,t5pc-eb34,2448,356_ANTON,Sint Antonius Ziekenhuis (Nieuwegein),20140101,29991231,GARAGEP,146,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-22ax_xzw9-33cm,https://opendata.rdw.nl/resource/t5pc-eb34,row-22ax_xzw9-33cm,t5pc-eb34,2448,202_BROE,Garage Broerenstraat (Arnhem),20131122,29991231,GARAGEP,147,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-krqr_s8cw_yi4d,https://opendata.rdw.nl/resource/t5pc-eb34,row-krqr_s8cw_yi4d,t5pc-eb34,2459,173_DRIE,Garage De Driehoek (Oldenzaal),20131112,29991231,GARAGEP,148,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-bvcm_idam-t4v5,https://opendata.rdw.nl/resource/t5pc-eb34,row-bvcm_idam-t4v5,t5pc-eb34,2448,14_WESTERH,Garage Westerhaven (Groningen),20130916,29991231,GARAGEP,149,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-dqt6~6ec9_f6vh,https://opendata.rdw.nl/resource/t5pc-eb34,row-dqt6~6ec9_f6vh,t5pc-eb34,2487,518_ZEEH,Garage De Zeeheld (Den Haag),20150223,29991231,GARAGEP,150,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-fqtw.z2p6_zeed,https://opendata.rdw.nl/resource/t5pc-eb34,row-fqtw.z2p6_zeed,t5pc-eb34,2448,518_GRMA,Garage Grote Markt (Den Haag),20131125,29991231,GARAGEP,151,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-9em4-npu3.vdyx,https://opendata.rdw.nl/resource/t5pc-eb34,row-9em4-npu3.vdyx,t5pc-eb34,1916,1916_CORB,Garage Corbulo (Leidschendam-Voorburg),20131009,29991231,GARAGEP,152,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-ia3v-gh95.j2gu,https://opendata.rdw.nl/resource/t5pc-eb34,row-ia3v-gh95.j2gu,t5pc-eb34,938,938_PROO,Garage Proosdijpark (Meerssen),20131010,29991231,GARAGEP,153,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-mp4p~2x2q-m2ar,https://opendata.rdw.nl/resource/t5pc-eb34,row-mp4p~2x2q-m2ar,t5pc-eb34,2449,597_KOPL,Garage Koningsplein (Ridderkerk),20131107,29991231,GARAGEP,154,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-imyq_yxiy-xytx,https://opendata.rdw.nl/resource/t5pc-eb34,row-imyq_yxiy-xytx,t5pc-eb34,2448,603_BOGP6,In de Bogaard P6 (Rijswijk),20140101,29991231,GARAGEP,155,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-y3tx~xt58.y7nx,https://opendata.rdw.nl/resource/t5pc-eb34,row-y3tx~xt58.y7nx,t5pc-eb34,2448,344_LAVIE,Garage LaVie (Utrecht),20140101,29991231,GARAGEP,156,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-zbj9.3yg5~ns54,https://opendata.rdw.nl/resource/t5pc-eb34,row-zbj9.3yg5~ns54,t5pc-eb34,2448,935_VROUW,Garage O.L. Vrouweparking (Maastricht),20140101,29991231,GARAGEP,157,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-rpgs~68ps.pcxd,https://opendata.rdw.nl/resource/t5pc-eb34,row-rpgs~68ps.pcxd,t5pc-eb34,2448,301_GELRE,Gelre Ziekenhuizen (Zutphen),20140101,29991231,GARAGEP,158,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-ajgd.y243_zy9t,https://opendata.rdw.nl/resource/t5pc-eb34,row-ajgd.y243_zy9t,t5pc-eb34,2448,363_EURP,Garage Europarking (Amsterdam),20131122,29991231,GARAGEP,159,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-pfz6.6udd~6akn,https://opendata.rdw.nl/resource/t5pc-eb34,row-pfz6.6udd~6akn,t5pc-eb34,2448,603_BOGP5,In de Bogaard P5 (Rijswijk),20140101,29991231,GARAGEP,160,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-yg5g.3tz8.m2x9,https://opendata.rdw.nl/resource/t5pc-eb34,row-yg5g.3tz8.m2x9,t5pc-eb34,2480,794_ELZA,Garage Elzas (Helmond),20141117,29991231,GARAGEP,161,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-4m8z-svgd-g3e9,https://opendata.rdw.nl/resource/t5pc-eb34,row-4m8z-svgd-g3e9,t5pc-eb34,2448,200_ORAN,Garage Oranjerie (Apeldoorn),20131122,29991231,GARAGEP,162,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-hb9b.4rvb~cchr,https://opendata.rdw.nl/resource/t5pc-eb34,row-hb9b.4rvb~cchr,t5pc-eb34,2448,917_MUZEN,Garage Theather Heerlen Parking (Heerlen),20140101,29991231,GARAGEP,163,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-sc5w.zagp-wtdm,https://opendata.rdw.nl/resource/t5pc-eb34,row-sc5w.zagp-wtdm,t5pc-eb34,2448,599_ZUIDPL,Zuidplein (Rotterdam),20140101,29991231,GARAGEP,164,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-gpqh.mzjx.7uvk,https://opendata.rdw.nl/resource/t5pc-eb34,row-gpqh.mzjx.7uvk,t5pc-eb34,2448,599_KOOP,Garage Koopgoot (Rotterdam),20141118,29991231,GARAGEP,165,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-vgay_x9yy-sv8g,https://opendata.rdw.nl/resource/t5pc-eb34,row-vgay_x9yy-sv8g,t5pc-eb34,553,553_BLOK,Garage Blokhuis (Lisse),20131016,29991231,GARAGEP,166,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-enxn.u8p4_wmgb,https://opendata.rdw.nl/resource/t5pc-eb34,row-enxn.u8p4_wmgb,t5pc-eb34,2448,599_ROT,De Rotterdam (Rotterdam),20140101,29991231,GARAGEP,167,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-se7v.da8b-jcpp,https://opendata.rdw.nl/resource/t5pc-eb34,row-se7v.da8b-jcpp,t5pc-eb34,2459,599_HART,Garage Hart van IJsselmonde (Rotterdam),20131112,29991231,GARAGEP,168,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-pte8_azg7_thqx,https://opendata.rdw.nl/resource/t5pc-eb34,row-pte8_azg7_thqx,t5pc-eb34,2460,1926_KEI,Garage Keijzershof (Pijnacker-Nootdorp),20131113,29991231,GARAGEP,169,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-5rj7_2iif~kiww,https://opendata.rdw.nl/resource/t5pc-eb34,row-5rj7_2iif~kiww,t5pc-eb34,2448,917_TELEP,Garage Teleparking (Heerlen),20140101,29991231,GARAGEP,170,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-tdr6-nf27-5bzw,https://opendata.rdw.nl/resource/t5pc-eb34,row-tdr6-nf27-5bzw,t5pc-eb34,2448,935_BONNEF,Garage Bonnefantenmuseum (Maastricht),20140101,29991231,GARAGEP,171,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-hgh3_78bi.ch7a,https://opendata.rdw.nl/resource/t5pc-eb34,row-hgh3_78bi.ch7a,t5pc-eb34,2460,363_WLPL,Garage Waterlooplein (Amsterdam),20131112,29991231,GARAGEP,172,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-igfe-iffj.3zv2,https://opendata.rdw.nl/resource/t5pc-eb34,row-igfe-iffj.3zv2,t5pc-eb34,2062,772_MATHIL,Garage Mathildelaan (Eindhoven),20130919,29991231,GARAGEP,173,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-u6v7-qraq~g5pe,https://opendata.rdw.nl/resource/t5pc-eb34,row-u6v7-qraq~g5pe,t5pc-eb34,2448,917_RAAD,Raadhuisparking (Heerlen),20140101,29991231,GARAGEP,174,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-gp2p-g4pt-tfmc,https://opendata.rdw.nl/resource/t5pc-eb34,row-gp2p-g4pt-tfmc,t5pc-eb34,2448,518_LUTH,Garage Lutherse Burgwal (Den Haag),20131126,29991231,GARAGEP,175,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-pxaz_txct_tfhf,https://opendata.rdw.nl/resource/t5pc-eb34,row-pxaz_txct_tfhf,t5pc-eb34,2453,473_CASI,Garage Holland Casino (Zandvoort),20131111,29991231,GARAGEP,176,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-uwvf~7bqr_ztgb,https://opendata.rdw.nl/resource/t5pc-eb34,row-uwvf~7bqr_ztgb,t5pc-eb34,2093,363_HOOFD,Parking de Hoofdstad (Amsterdam),20150101,29991231,GARAGEP,177,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-hgm4.j6nq~9s3w,https://opendata.rdw.nl/resource/t5pc-eb34,row-hgm4.j6nq~9s3w,t5pc-eb34,2448,153_CENT,Garage Centrum (Enschede),20131128,29991231,GARAGEP,178,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-kx6f~ikfm~kjz4,https://opendata.rdw.nl/resource/t5pc-eb34,row-kx6f~ikfm~kjz4,t5pc-eb34,2448,599_BIJE,Garage De Bijenkorf (Rotterdam),20141118,29991231,GARAGEP,179,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-n456_twrz_g4fh,https://opendata.rdw.nl/resource/t5pc-eb34,row-n456_twrz_g4fh,t5pc-eb34,2448,344_GALG,Garage Galgenwaard (Utrecht),20140101,29991231,GARAGEP,180,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-szgr-vnfi.i5t3,https://opendata.rdw.nl/resource/t5pc-eb34,row-szgr-vnfi.i5t3,t5pc-eb34,2449,344_P1,Garage Hoog Catharijne P1 (utrecht),20131108,29991231,GARAGEP,181,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-yu2q.mmuz.awbd,https://opendata.rdw.nl/resource/t5pc-eb34,row-yu2q.mmuz.awbd,t5pc-eb34,2062,772_HOOG,Garage Hooghuis (Eindhoven),20131030,29991231,GARAGEP,182,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-e5u2.984i.xpa9,https://opendata.rdw.nl/resource/t5pc-eb34,row-e5u2.984i.xpa9,t5pc-eb34,2448,518_VEER,Garage Veerkaden (Den Haag),20131126,29991231,GARAGEP,183,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-wbsh~vsta_yw7u,https://opendata.rdw.nl/resource/t5pc-eb34,row-wbsh~vsta_yw7u,t5pc-eb34,1674,1674_LIGA,Garage Liga (Roosendaal),20131009,29991231,GARAGEP,184,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-dhvi~rhdw~xtdn,https://opendata.rdw.nl/resource/t5pc-eb34,row-dhvi~rhdw~xtdn,t5pc-eb34,2062,546_BREE,Garage Breestraat (Leiden),20131105,29991231,GARAGEP,185,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-e7cz.wtcp-ftr2,https://opendata.rdw.nl/resource/t5pc-eb34,row-e7cz.wtcp-ftr2,t5pc-eb34,2449,14_BIOSP,Garage Biosparking (Groningen),20130916,29991231,GARAGEP,186,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-uxaa~ntuh-suui,https://opendata.rdw.nl/resource/t5pc-eb34,row-uxaa~ntuh-suui,t5pc-eb34,2448,599_SCHIE,Schiecentrale (Rotterdam),20140101,29991231,GARAGEP,187,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-uvm6~525i_6qia,https://opendata.rdw.nl/resource/t5pc-eb34,row-uvm6~525i_6qia,t5pc-eb34,2062,772_KENN,Garage Kennedy Business Center (Eindhoven),20130919,29991231,GARAGEP,188,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-q4ty_dynv_pyng,https://opendata.rdw.nl/resource/t5pc-eb34,row-q4ty_dynv_pyng,t5pc-eb34,2448,935_VRIJT,Garage Vrijthof (Maastricht),20140101,29991231,GARAGEP,189,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-k8h2_vxbk_yuen,https://opendata.rdw.nl/resource/t5pc-eb34,row-k8h2_vxbk_yuen,t5pc-eb34,2448,345_CORR,Parkeergarage Corrider (Veenendaal),20140101,29991231,GARAGEP,190,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-2eue_ec39-d64k,https://opendata.rdw.nl/resource/t5pc-eb34,row-2eue_ec39-d64k,t5pc-eb34,2449,398_MIDW,Garage Middenweg (Heerhugowaard),20131107,29991231,GARAGEP,191,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-vah6~rqjd.qybz,https://opendata.rdw.nl/resource/t5pc-eb34,row-vah6~rqjd.qybz,t5pc-eb34,2449,599_MAR,Garage Markthal (Rotterdam),20140901,29991231,GARAGEP,192,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-6kc4_7fsd~ng42,https://opendata.rdw.nl/resource/t5pc-eb34,row-6kc4_7fsd~ng42,t5pc-eb34,147,147_BIJE,Garage De Bijenkorf (Borne),20130927,29991231,GARAGEP,193,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-ck3p.2uja_yztv,https://opendata.rdw.nl/resource/t5pc-eb34,row-ck3p.2uja_yztv,t5pc-eb34,2453,268_CASI,Garage Holland Casino (Nijmegen),20131111,29991231,GARAGEP,194,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-jygh-bjiz-5s7g,https://opendata.rdw.nl/resource/t5pc-eb34,row-jygh-bjiz-5s7g,t5pc-eb34,2460,546_LAM,Garage Lammenschans (Leiden),20131112,29991231,GARAGEP,195,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-n8rx-5xt8-uf2j,https://opendata.rdw.nl/resource/t5pc-eb34,row-n8rx-5xt8-uf2j,t5pc-eb34,2459,363_ANTA,Garage Antarctica (Amsterdam),20131111,29991231,GARAGEP,196,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-n7f8.8c3z.bxbd,https://opendata.rdw.nl/resource/t5pc-eb34,row-n7f8.8c3z.bxbd,t5pc-eb34,2448,983_MAASB,Centrum Maasboulevard (Venlo),20140101,29991231,GARAGEP,197,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-47bt.qiwg_w5u5,https://opendata.rdw.nl/resource/t5pc-eb34,row-47bt.qiwg_w5u5,t5pc-eb34,2459,518_WIJN,Garage Wijnhaven Centrum (Den Haag),20140101,29991231,GARAGEP,198,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-khg9-s925.d56n,https://opendata.rdw.nl/resource/t5pc-eb34,row-khg9-s925.d56n,t5pc-eb34,2449,321_CAST,Garage Castellum (Houten),20131107,29991231,GARAGEP,199,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-h6n4-fyy5.842x,https://opendata.rdw.nl/resource/t5pc-eb34,row-h6n4-fyy5.842x,t5pc-eb34,2448,14_RADEM,Garage Rademarkt (Groningen),20130916,29991231,GARAGEP,200,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-ds57~9bd4-4eic,https://opendata.rdw.nl/resource/t5pc-eb34,row-ds57~9bd4-4eic,t5pc-eb34,2449,344_P3,Garage P3 Radboud (Utrecht),20131108,29991231,GARAGEP,201,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-hmkx-3hrg_4dkn,https://opendata.rdw.nl/resource/t5pc-eb34,row-hmkx-3hrg_4dkn,t5pc-eb34,2448,518_MUZE,Garage Muzenplein (Den Haag),20131126,29991231,GARAGEP,202,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-jzwc.7572_pych,https://opendata.rdw.nl/resource/t5pc-eb34,row-jzwc.7572_pych,t5pc-eb34,2449,599_LIJN,Garage Lijnbaan (Rotterdam),20131108,29991231,GARAGEP,203,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-djf8~rf8w_punj,https://opendata.rdw.nl/resource/t5pc-eb34,row-djf8~rf8w_punj,t5pc-eb34,2449,106_TORL,Garage Torenlaan (Assen),20131107,29991231,GARAGEP,204,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-zzc7.64hg-nue3,https://opendata.rdw.nl/resource/t5pc-eb34,row-zzc7.64hg-nue3,t5pc-eb34,1674,1674_MLHL,Garage Mill Hill (Roosendaal),20131009,29991231,GARAGEP,205,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-6tb6-t5ih.drur,https://opendata.rdw.nl/resource/t5pc-eb34,row-6tb6-t5ih.drur,t5pc-eb34,2449,363_IJDO,Garage IJDock (Amsterdam),20140901,29991231,GARAGEP,206,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-r5zi~wpa7~z5wu,https://opendata.rdw.nl/resource/t5pc-eb34,row-r5zi~wpa7~z5wu,t5pc-eb34,2459,363_GEEL,Garage Geelvinck (Amsterdam),20131111,29991231,GARAGEP,207,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-4s9c_892g-97if,https://opendata.rdw.nl/resource/t5pc-eb34,row-4s9c_892g-97if,t5pc-eb34,2448,228_ACHT,Garage Achterdoelen (Ede),20131128,29991231,GARAGEP,208,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-5jp3.acxb.x4ua,https://opendata.rdw.nl/resource/t5pc-eb34,row-5jp3.acxb.x4ua,t5pc-eb34,2461,622_STAD,Garage Stadhuis (Vlaardingen),20131114,29991231,GARAGEP,209,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-5qxb_y5ri-wn22,https://opendata.rdw.nl/resource/t5pc-eb34,row-5qxb_y5ri-wn22,t5pc-eb34,2459,599_WEST,Garage Westblaak (Rotterdam),20131112,29991231,GARAGEP,210,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-6evj~dgb4.b54m,https://opendata.rdw.nl/resource/t5pc-eb34,row-6evj~dgb4.b54m,t5pc-eb34,2460,518_MAUR,Garage Mauritskade (Den Haag),20131112,29991231,GARAGEP,211,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-jvni~qndn_yssq,https://opendata.rdw.nl/resource/t5pc-eb34,row-jvni~qndn_yssq,t5pc-eb34,2460,546_LEVE,Garage Level (Leiden),20131112,29991231,GARAGEP,212,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-bwka.gxbb_sjq2,https://opendata.rdw.nl/resource/t5pc-eb34,row-bwka.gxbb_sjq2,t5pc-eb34,687,687_KANA,Garage Kanaalweg (Middelburg),20131010,29991231,GARAGEP,213,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-uv7x-856b-46k5,https://opendata.rdw.nl/resource/t5pc-eb34,row-uv7x-856b-46k5,t5pc-eb34,2449,518_LVGA,Garage Station Leidschenveen Garage (Den Haag),20131107,29991231,GARAGEP,214,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-42ur_jcdz-sdm9,https://opendata.rdw.nl/resource/t5pc-eb34,row-42ur_jcdz-sdm9,t5pc-eb34,2062,400_SLUI,Garage Sluisdijk (Den Helder),20141106,29991231,GARAGEP,215,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-yym5_rztg~eyp3,https://opendata.rdw.nl/resource/t5pc-eb34,row-yym5_rztg~eyp3,t5pc-eb34,2449,52_ROND,Garage Het Rond (Winschoten),20131108,29991231,GARAGEP,216,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-326w~kx48_yz3y,https://opendata.rdw.nl/resource/t5pc-eb34,row-326w~kx48_yz3y,t5pc-eb34,2449,398_STAD,Garage Stadsplein (Heerhugowaard),20131107,29991231,GARAGEP,217,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-ghc9~b6mr-x7zr,https://opendata.rdw.nl/resource/t5pc-eb34,row-ghc9~b6mr-x7zr,t5pc-eb34,2448,935_NOORD,Winkelcentrum Noorderbrug (Maastricht),20140101,29991231,GARAGEP,218,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-yfdn.fp32~k5qu,https://opendata.rdw.nl/resource/t5pc-eb34,row-yfdn.fp32~k5qu,t5pc-eb34,2448,394_SPAAR,Garage Spaarne Ziekenhuis (Hoofddorp),20140101,29991231,GARAGEP,219,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-gpac_qp2u-vcq8,https://opendata.rdw.nl/resource/t5pc-eb34,row-gpac_qp2u-vcq8,t5pc-eb34,2449,106_CITA,Garage Citadel (Assen),20131107,29991231,GARAGEP,220,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-8ed2_z547.7bas,https://opendata.rdw.nl/resource/t5pc-eb34,row-8ed2_z547.7bas,t5pc-eb34,2448,363_OOST,Garage Oostpoort (Amsterdam),20150730,29991231,GARAGEP,221,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-iw8k_6uus~zkbj,https://opendata.rdw.nl/resource/t5pc-eb34,row-iw8k_6uus~zkbj,t5pc-eb34,2448,917_PUT,Garage Putgraaf (Heerlen),20140101,29991231,GARAGEP,222,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-zmu2.p58z.dci9,https://opendata.rdw.nl/resource/t5pc-eb34,row-zmu2.p58z.dci9,t5pc-eb34,2062,637_ORFSCH,Garage Orfeoschouw (Zoetermeer),20131024,29991231,GARAGEP,223,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-8h84~d3y7-m5me,https://opendata.rdw.nl/resource/t5pc-eb34,row-8h84~d3y7-m5me,t5pc-eb34,2449,394_VIER,Garage Vier Meren (Haarlemmermeer),20131107,29991231,GARAGEP,224,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-fxi4.tsq7_kwc9,https://opendata.rdw.nl/resource/t5pc-eb34,row-fxi4.tsq7_kwc9,t5pc-eb34,2448,935_BRUSS,Brusselse Poort (Maastricht),20140101,29991231,GARAGEP,225,,,,,,
https://opendata.rdw.nl/resource/t5pc-eb34/row-zpj2.9ssd-sizc,https://opendata.rdw.nl/resource/t5pc-eb34,row-zpj2.9ssd-sizc,t5pc-eb34,2448,307_BEES,Garage Beestenmarkt (Amersfoort),20131118,29991231,GARAGEP,226,,,,,,
