Subject,areaid,enddataarea,rowID,member,startdataarea,usageid,areamanagerid,areadesc,type,location
row-cwna.e3dk.cxm4,518_TORE,29991231,row-cwna.e3dk.cxm4,t5pc-eb34,20131126,GARAGEP,2448,Garage Torengarage (Den Haag),t5pc-eb34,131
row-z44z_6hf5-wbfv,363_P2,29991231,row-z44z_6hf5-wbfv,t5pc-eb34,20150101,GARAGEP,2092,Garage AMC P2 (Amsterdam),t5pc-eb34,17
row-p2mw-jt6r.jhq5,518_BAD,29991231,row-p2mw-jt6r.jhq5,t5pc-eb34,20131114,GARAGEP,2461,Garage Strand (Den Haag),t5pc-eb34,100
row-dtah~6dnn~ddzs,363_BANK,29991231,row-dtah~6dnn~ddzs,t5pc-eb34,20131112,GARAGEP,2460,Garage The Bank (Amsterdam),t5pc-eb34,83
row-u5r5-cww8~6pgm,664_STAD,29991231,row-u5r5-cww8~6pgm,t5pc-eb34,20131009,GARAGEP,664,Parkeergarage Stadspoort (Goes),t5pc-eb34,35
row-se7v.da8b-jcpp,599_HART,29991231,row-se7v.da8b-jcpp,t5pc-eb34,20131112,GARAGEP,2459,Garage Hart van IJsselmonde (Rotterdam),t5pc-eb34,168
row-qpxb~53vt-g9w2,345_PASS,29991231,row-qpxb~53vt-g9w2,t5pc-eb34,20140101,GARAGEP,2448,Parkeergarage Passage (Veenendaal),t5pc-eb34,78
row-97pg_ayvb.yhcf,14_CENTRUM,29991231,row-97pg_ayvb.yhcf,t5pc-eb34,20130916,GARAGEP,2449,Garage Centrum (Groningen),t5pc-eb34,26
row-rzct_iyrw.grz9,106_DOEV,29991231,row-rzct_iyrw.grz9,t5pc-eb34,20131107,GARAGEP,2449,Garage Doevenkamp (Assen),t5pc-eb34,48
row-gp2p-g4pt-tfmc,518_LUTH,29991231,row-gp2p-g4pt-tfmc,t5pc-eb34,20131126,GARAGEP,2448,Garage Lutherse Burgwal (Den Haag),t5pc-eb34,175
row-hmcv-qkun-hfvm,856_BRAPL,29991231,row-hmcv-qkun-hfvm,t5pc-eb34,20131008,GARAGEP,856,Parkeergarage Brabantplein (Uden),t5pc-eb34,117
row-rdgz-pi4b-iyie,664_WESTW,29991231,row-rdgz-pi4b-iyie,t5pc-eb34,20130918,GARAGEP,664,Parkeergarage Centrum (Goes),t5pc-eb34,36
row-jygh-bjiz-5s7g,546_LAM,29991231,row-jygh-bjiz-5s7g,t5pc-eb34,20131112,GARAGEP,2460,Garage Lammenschans (Leiden),t5pc-eb34,195
row-r5zi~wpa7~z5wu,363_GEEL,29991231,row-r5zi~wpa7~z5wu,t5pc-eb34,20131111,GARAGEP,2459,Garage Geelvinck (Amsterdam),t5pc-eb34,207
row-dqt6~6ec9_f6vh,518_ZEEH,29991231,row-dqt6~6ec9_f6vh,t5pc-eb34,20150223,GARAGEP,2487,Garage De Zeeheld (Den Haag),t5pc-eb34,150
row-quiu.dw2s_ah3g,362_HAND,29991231,row-quiu.dw2s_ah3g,t5pc-eb34,20131118,GARAGEP,2448,Garage Handelsplein (Amstelveen),t5pc-eb34,227
row-yums.hebh~2tgg,796_JBZG,29991231,row-yums.hebh~2tgg,t5pc-eb34,20131114,GARAGEP,2462,Garage Jeroen Bosch Ziekenhuis ('s-Hertogenbosch),t5pc-eb34,4
row-9em4-npu3.vdyx,1916_CORB,29991231,row-9em4-npu3.vdyx,t5pc-eb34,20131009,GARAGEP,1916,Garage Corbulo (Leidschendam-Voorburg),t5pc-eb34,152
row-7qnq.hihx_67ae,228_MARK,29991231,row-7qnq.hihx_67ae,t5pc-eb34,20131128,GARAGEP,2448,Garage Markt (Ede),t5pc-eb34,82
row-jtdp-cfkc-ka2q,518_LEY1,29991231,row-jtdp-cfkc-ka2q,t5pc-eb34,20131030,GARAGEP,2062,Garage Leyweg 1 (Den Haag),t5pc-eb34,236
row-w5v4.sri7.jxw5,505_DRIE,29991231,row-w5v4.sri7.jxw5,t5pc-eb34,20131030,GARAGEP,2062,Garage Drievriendenhof / Dordrecht Centre (Dordrecht),t5pc-eb34,21
row-zbj9.3yg5~ns54,935_VROUW,29991231,row-zbj9.3yg5~ns54,t5pc-eb34,20140101,GARAGEP,2448,Garage O.L. Vrouweparking (Maastricht),t5pc-eb34,157
row-55y5-k7ce_8kfk,547_RIJNL,29991231,row-55y5-k7ce_8kfk,t5pc-eb34,20140101,GARAGEP,2448,Garage P3 Rijnland Vierzicht (Leiderdorp),t5pc-eb34,85
row-u6mg-2adh-gqvm,363_HEIN,29991231,row-u6mg-2adh-gqvm,t5pc-eb34,20131111,GARAGEP,2459,Garage Heinekenplein (Amsterdam),t5pc-eb34,233
row-prqg-p7mt_f7v9,363_EURO,29991231,row-prqg-p7mt_f7v9,t5pc-eb34,20131121,GARAGEP,2448,Garage Eurocenter (Amsterdam),t5pc-eb34,235
row-2gpt~i67v_ctwr,518_HELI,29991231,row-2gpt~i67v_ctwr,t5pc-eb34,20131125,GARAGEP,2448,Garage Helicon (Den Haag),t5pc-eb34,232
row-vgay_x9yy-sv8g,553_BLOK,29991231,row-vgay_x9yy-sv8g,t5pc-eb34,20131016,GARAGEP,553,Garage Blokhuis (Lisse),t5pc-eb34,166
row-r29u~uwqy~7em7,479_HERM,29991231,row-r29u~uwqy~7em7,t5pc-eb34,20140101,GARAGEP,2448,Hermitage (Zaanstad),t5pc-eb34,59
row-enxn.u8p4_wmgb,599_ROT,29991231,row-enxn.u8p4_wmgb,t5pc-eb34,20140101,GARAGEP,2448,De Rotterdam (Rotterdam),t5pc-eb34,167
row-u6v7-qraq~g5pe,917_RAAD,29991231,row-u6v7-qraq~g5pe,t5pc-eb34,20140101,GARAGEP,2448,Raadhuisparking (Heerlen),t5pc-eb34,174
row-eev8_j88x.hgxt,597_RIDDER,29991231,row-eev8_j88x.hgxt,t5pc-eb34,20140101,GARAGEP,2448,Garage Ridderhof (Ridderkerk),t5pc-eb34,130
row-gpqh.mzjx.7uvk,599_KOOP,29991231,row-gpqh.mzjx.7uvk,t5pc-eb34,20141118,GARAGEP,2448,Garage Koopgoot (Rotterdam),t5pc-eb34,165
row-8ed2_z547.7bas,363_OOST,29991231,row-8ed2_z547.7bas,t5pc-eb34,20150730,GARAGEP,2448,Garage Oostpoort (Amsterdam),t5pc-eb34,221
row-hgh3_78bi.ch7a,363_WLPL,29991231,row-hgh3_78bi.ch7a,t5pc-eb34,20131112,GARAGEP,2460,Garage Waterlooplein (Amsterdam),t5pc-eb34,172
row-pjpu-6bz7.phgy,363_LOODS,29991231,row-pjpu-6bz7.phgy,t5pc-eb34,20150101,GARAGEP,2459,Garage De Loodsen (Amsterdam),t5pc-eb34,135
row-gadz~7ap6-h9e9,603_BOGP7,29991231,row-gadz~7ap6-h9e9,t5pc-eb34,20140101,GARAGEP,2448,In de Bogaard P7 (Rijswijk),t5pc-eb34,234
row-6788.i2aj-ys6d,363_MUSE,29991231,row-6788.i2aj-ys6d,t5pc-eb34,20131122,GARAGEP,2448,Garage Museumplein (Amsterdam),t5pc-eb34,106
row-6kc4_7fsd~ng42,147_BIJE,29991231,row-6kc4_7fsd~ng42,t5pc-eb34,20130927,GARAGEP,147,Garage De Bijenkorf (Borne),t5pc-eb34,193
row-kaqz.b9nw_vs4n,622_HOOG,29991231,row-kaqz.b9nw_vs4n,t5pc-eb34,20131114,GARAGEP,2461,Garage Hoogstraat (Vlaardingen),t5pc-eb34,55
row-e5u2.984i.xpa9,518_VEER,29991231,row-e5u2.984i.xpa9,t5pc-eb34,20131126,GARAGEP,2448,Garage Veerkaden (Den Haag),t5pc-eb34,183
row-sbfd-mjyf.faqr,518_CITY,29991231,row-sbfd-mjyf.faqr,t5pc-eb34,20131125,GARAGEP,2448,Garage City Parking (Den Haag),t5pc-eb34,37
row-j25g_gg8j~u7yx,363_P24,29991231,row-j25g_gg8j~u7yx,t5pc-eb34,20131121,GARAGEP,2448,Garage Amsterdamse Poort P24 (Amsterdam),t5pc-eb34,75
row-96wt-sb27.2emp,344_P4,29991231,row-96wt-sb27.2emp,t5pc-eb34,20131108,GARAGEP,2449,Garage P4 Stationsstraat (Utrecht),t5pc-eb34,115
row-rpgs~68ps.pcxd,301_GELRE,29991231,row-rpgs~68ps.pcxd,t5pc-eb34,20140101,GARAGEP,2448,Gelre Ziekenhuizen (Zutphen),t5pc-eb34,158
row-n7f8.8c3z.bxbd,983_MAASB,29991231,row-n7f8.8c3z.bxbd,t5pc-eb34,20140101,GARAGEP,2448,Centrum Maasboulevard (Venlo),t5pc-eb34,197
row-jupk-yjsc~4bgg,796_AREN,29991231,row-jupk-yjsc~4bgg,t5pc-eb34,20131126,GARAGEP,2448,Garage Arena ('s-Hertogenbosch),t5pc-eb34,7
row-niav.5dqc.j8ih,1674_ROSE,29991231,row-niav.5dqc.j8ih,t5pc-eb34,20131009,GARAGEP,1674,Garage Roselaar (Roosendaal),t5pc-eb34,86
row-uxxv.xezq~y7df,363_SYMP,29991231,row-uxxv.xezq~y7df,t5pc-eb34,20131122,GARAGEP,2448,Garage Symphony (Amsterdam),t5pc-eb34,70
row-8kv2-rs82.5u8k,637_FRLN,29991231,row-8kv2-rs82.5u8k,t5pc-eb34,20131106,GARAGEP,2062,Garage Frankrijklaan (Zoetermeer),t5pc-eb34,61
row-qaea_6f98-p53f,935_COLON,29991231,row-qaea_6f98-p53f,t5pc-eb34,20140101,GARAGEP,2448,Garage De Colonel (Maastricht),t5pc-eb34,64
row-6csr-7c74-q6t5,599_WEENA,29991231,row-6csr-7c74-q6t5,t5pc-eb34,20140101,GARAGEP,2448,Weena (Rotterdam),t5pc-eb34,138
row-ax8t~vy6f~ekpc,193_CENTR,29991231,row-ax8t~vy6f~ekpc,t5pc-eb34,20140101,GARAGEP,2448,Garage Centrum (Zwolle),t5pc-eb34,231
row-as7j-u6th.5qt5,518_LEID,29991231,row-as7j-u6th.5qt5,t5pc-eb34,20131107,GARAGEP,2449,Garage Leidschenhof (Den Haag),t5pc-eb34,137
row-vs4a_en2r~8pvd,606_NWPA,29991231,row-vs4a_en2r~8pvd,t5pc-eb34,20141113,GARAGEP,2479,Garage Nieuwe Passage (Schiedam),t5pc-eb34,95
row-8pan~g82y_nyfp,758_CENT,29991231,row-8pan~g82y_nyfp,t5pc-eb34,20131125,GARAGEP,2448,Garage Centrum (Breda),t5pc-eb34,27
row-6k5s~4ecd_3gxn,14_OSSENM,29991231,row-6k5s~4ecd_3gxn,t5pc-eb34,20130916,GARAGEP,2448,Garage Ossenmarkt (Groningen),t5pc-eb34,92
row-wmfx-z8jb-s84d,141_HDEK,29991231,row-wmfx-z8jb-s84d,t5pc-eb34,20130919,GARAGEP,141,P14 StadsHaven (Almelo),t5pc-eb34,31
row-ghc9~b6mr-x7zr,935_NOORD,29991231,row-ghc9~b6mr-x7zr,t5pc-eb34,20140101,GARAGEP,2448,Winkelcentrum Noorderbrug (Maastricht),t5pc-eb34,218
row-4s9c_892g-97if,228_ACHT,29991231,row-4s9c_892g-97if,t5pc-eb34,20131128,GARAGEP,2448,Garage Achterdoelen (Ede),t5pc-eb34,208
row-8vmu.xvcj~mzu6,603_BOGP4,29991231,row-8vmu.xvcj~mzu6,t5pc-eb34,20140101,GARAGEP,2448,In de Bogaard P4 (Rijswijk),t5pc-eb34,123
row-yg5g.3tz8.m2x9,794_ELZA,29991231,row-yg5g.3tz8.m2x9,t5pc-eb34,20141117,GARAGEP,2480,Garage Elzas (Helmond),t5pc-eb34,161
row-bn64.6szm-5hqm,505_VISS,29991231,row-bn64.6szm-5hqm,t5pc-eb34,20131111,GARAGEP,2459,Garage Visstraat (Dordrecht),t5pc-eb34,10
row-cbyu_pkmj_sevy,518_MALI,29991231,row-cbyu_pkmj_sevy,t5pc-eb34,20131111,GARAGEP,2459,Garage Malieveld (Den Haag),t5pc-eb34,144
row-krqr_s8cw_yi4d,173_DRIE,29991231,row-krqr_s8cw_yi4d,t5pc-eb34,20131112,GARAGEP,2459,Garage De Driehoek (Oldenzaal),t5pc-eb34,148
row-hmkx-3hrg_4dkn,518_MUZE,29991231,row-hmkx-3hrg_4dkn,t5pc-eb34,20131126,GARAGEP,2448,Garage Muzenplein (Den Haag),t5pc-eb34,202
row-uvm6~525i_6qia,772_KENN,29991231,row-uvm6~525i_6qia,t5pc-eb34,20130919,GARAGEP,2062,Garage Kennedy Business Center (Eindhoven),t5pc-eb34,188
row-r88e_axeb~xhhd,935_MOSAE,29991231,row-r88e_axeb~xhhd,t5pc-eb34,20140101,GARAGEP,2448,Garage Mosae Forum (Maastricht),t5pc-eb34,15
row-a5ed_v2jp-9jmz,687_GEER,29991231,row-a5ed_v2jp-9jmz,t5pc-eb34,20131010,GARAGEP,687,Garage De Geere (Middelburg),t5pc-eb34,103
row-2bk4~eu48.5ej7,141_STADPL,29991231,row-2bk4~eu48.5ej7,t5pc-eb34,20130919,GARAGEP,141,P9 StadsBaken (Almelo),t5pc-eb34,32
row-uqtu~wg8a_tmjv,984_GOUD,29991231,row-uqtu~wg8a_tmjv,t5pc-eb34,20141024,GARAGEP,2062,Garage Gouden Leeuw (Venray),t5pc-eb34,99
row-77gr-zcvx~p2j6,163_NIJV,29991231,row-77gr-zcvx~p2j6,t5pc-eb34,20160212,GARAGEP,163,"""Garage Henri Dunant, Nijverdal (Hellendoorn)""",t5pc-eb34,8
row-7jk8.naqr~dqqe,513_BOLW,29991231,row-7jk8.naqr~dqqe,t5pc-eb34,20130918,GARAGEP,2448,Garage Bolwerk (Gouda),t5pc-eb34,112
row-kd63_4bwi-k9i4,599_IKAZIA,29991231,row-kd63_4bwi-k9i4,t5pc-eb34,20140101,GARAGEP,2448,Ikazia (Ziekenhuis) (Rotterdam),t5pc-eb34,134
row-n8rx-5xt8-uf2j,363_ANTA,29991231,row-n8rx-5xt8-uf2j,t5pc-eb34,20131111,GARAGEP,2459,Garage Antarctica (Amsterdam),t5pc-eb34,196
row-k8h2_vxbk_yuen,345_CORR,29991231,row-k8h2_vxbk_yuen,t5pc-eb34,20140101,GARAGEP,2448,Parkeergarage Corrider (Veenendaal),t5pc-eb34,190
row-jzwc.7572_pych,599_LIJN,29991231,row-jzwc.7572_pych,t5pc-eb34,20131108,GARAGEP,2449,Garage Lijnbaan (Rotterdam),t5pc-eb34,203
row-fmik_4p5f_i9ti,603_BOGP2,29991231,row-fmik_4p5f_i9ti,t5pc-eb34,20140101,GARAGEP,2448,In de Bogaard P2 (Rijswijk),t5pc-eb34,111
row-7ujs-zsbn~rkrz,917_LOON,29991231,row-7ujs-zsbn~rkrz,t5pc-eb34,20140101,GARAGEP,2448,Garage 't Loon (Heerlen),t5pc-eb34,65
row-cimr_dsrg~nc6a,603_BOGP3,29991231,row-cimr_dsrg~nc6a,t5pc-eb34,20140101,GARAGEP,2448,In de Bogaard P3 (Rijswijk),t5pc-eb34,44
row-fxi4.tsq7_kwc9,935_BRUSS,29991231,row-fxi4.tsq7_kwc9,t5pc-eb34,20140101,GARAGEP,2448,Brusselse Poort (Maastricht),t5pc-eb34,225
row-289c.ucqz~wfsk,772_CENTRU,29991231,row-289c.ucqz~wfsk,t5pc-eb34,20130919,GARAGEP,2448,Garage Centrum - De Admirant (Eindhoven),t5pc-eb34,125
row-azaz.n2va~y8vu,344_P6,29991231,row-azaz.n2va~y8vu,t5pc-eb34,20131108,GARAGEP,2449,Garage P6 Rijnkade (Utrecht),t5pc-eb34,142
row-hcut.spgs.3433,518_NEWB,29991231,row-hcut.spgs.3433,t5pc-eb34,20131125,GARAGEP,2448,Garage CS New Babylon (Den Haag),t5pc-eb34,97
row-6tb6-t5ih.drur,363_IJDO,29991231,row-6tb6-t5ih.drur,t5pc-eb34,20140901,GARAGEP,2449,Garage IJDock (Amsterdam),t5pc-eb34,206
row-udzc_dzuk.x4cs,599_MAAS,29991231,row-udzc_dzuk.x4cs,t5pc-eb34,20140101,GARAGEP,2448,Maastoren (Rotterdam),t5pc-eb34,13
row-xr4k-h2hb~rfz4,748_ACHT,29991231,row-xr4k-h2hb~rfz4,t5pc-eb34,20131022,GARAGEP,748,Garage Achter de Grote Markt (Bergen op Zoom),t5pc-eb34,3
row-vrks~89km.p2m3,917_KLOMP,29991231,row-vrks~89km.p2m3,t5pc-eb34,20140101,GARAGEP,2448,Garage De Klomp (Heerlen),t5pc-eb34,133
row-uxaa~ntuh-suui,599_SCHIE,29991231,row-uxaa~ntuh-suui,t5pc-eb34,20140101,GARAGEP,2448,Schiecentrale (Rotterdam),t5pc-eb34,187
row-fvxj~h3t4.4cna,584_VEIL,29991231,row-fvxj~h3t4.4cna,t5pc-eb34,20131105,GARAGEP,2062,Garage De Veiling (Oud-Beijerland),t5pc-eb34,19
row-wsw7-efhf~ncws,518_HAMA,29991231,row-wsw7-efhf~ncws,t5pc-eb34,20131125,GARAGEP,2448,Garage Haagse Markt (Den Haag),t5pc-eb34,51
row-2eue_ec39-d64k,398_MIDW,29991231,row-2eue_ec39-d64k,t5pc-eb34,20131107,GARAGEP,2449,Garage Middenweg (Heerhugowaard),t5pc-eb34,191
row-7qip~m4vd.epv4,363_PAUL,29991231,row-7qip~m4vd.epv4,t5pc-eb34,20141215,GARAGEP,2448,Garage Museumplein Bus (Amsterdam),t5pc-eb34,118
row-yu2q.mmuz.awbd,772_HOOG,29991231,row-yu2q.mmuz.awbd,t5pc-eb34,20131030,GARAGEP,2062,Garage Hooghuis (Eindhoven),t5pc-eb34,182
row-hb9b.4rvb~cchr,917_MUZEN,29991231,row-hb9b.4rvb~cchr,t5pc-eb34,20140101,GARAGEP,2448,Garage Theather Heerlen Parking (Heerlen),t5pc-eb34,163
row-e7cz.wtcp-ftr2,14_BIOSP,29991231,row-e7cz.wtcp-ftr2,t5pc-eb34,20130916,GARAGEP,2449,Garage Biosparking (Groningen),t5pc-eb34,186
row-uxvr_8awy~x3sz,762_WOLF,29991231,row-uxvr_8awy~x3sz,t5pc-eb34,20131112,GARAGEP,2460,Garage Wolfsberg (Deurne),t5pc-eb34,229
