Subject,type,rowID,member,id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto,modello,ultima_modifica_data,ora
row-tzt9-mqtk_jvz2,dr3m-v3by,row-tzt9-mqtk_jvz2,dr3m-v3by,35006656,CIPBITMM,Nexi,80050050154,Regione Lombardia,20124,MI,16.00,2025-01-04T00:00:00,MARCA_BOLLO_VIRTUALE_001,3,2025-01-04T11:31:34,11
row-5nmn_vqkq~dftv,dr3m-v3by,row-5nmn_vqkq~dftv,dr3m-v3by,35006655,PPAYITR1XXX,Postepay,00115260143,Comune di Samolaco,22027,SO,22.00,2025-01-04T00:00:00,emiccsie,3,2025-01-04T11:31:34,11
row-erfu~zmj3-i2tb,dr3m-v3by,row-erfu~zmj3-i2tb,dr3m-v3by,35006654,PPAYITR1XXX,Postepay,01516690151,Comune di Barlassina,20825,MB,12.00,2025-01-04T00:00:00,canonelucevotiva,3,2025-01-04T11:31:33,11
row-ccgk~antq-npi8,dr3m-v3by,row-ccgk~antq-npi8,dr3m-v3by,35006653,SIGPITM1XXX,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.38,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:31:27,11
row-8hnb~nf4t_xqe2,dr3m-v3by,row-8hnb~nf4t_xqe2,dr3m-v3by,35006652,PPAYITR1XXX,Postepay,04114400163,ATS di Bergamo,24121,BG,23.95,2025-01-04T00:00:00,ATS325_REG_TICKET,3,2025-01-04T11:31:16,11
row-7j6f_xi7v.d5ei,dr3m-v3by,row-7j6f_xi7v.d5ei,dr3m-v3by,35006651,PPAYITR1XXX,Postepay,00397220187,Comune di Belgioioso,27011,PV,100.00,2025-01-04T00:00:00,nv_trasportoscolastico,3,2025-01-04T11:31:06,11
row-kgju~zduy_r6tz,dr3m-v3by,row-kgju~zduy_r6tz,dr3m-v3by,35006650,SIGPITM1XXX,MOONEY S.P.A.,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,6.61,2025-01-04T00:00:00,sin_sollecito,3,2025-01-04T11:31:05,11
row-yuk7_z6nf~22ny,dr3m-v3by,row-yuk7_z6nf~22ny,dr3m-v3by,35006649,SIGPITM1XXX,MOONEY S.P.A.,80005370137,Comune di Como,22100,CO,162.00,2025-01-04T00:00:00,TC_SERVIZI_CIMITERIALI,3,2025-01-04T11:31:04,11
row-rmy7~etcs.d89w,dr3m-v3by,row-rmy7~etcs.d89w,dr3m-v3by,35006648,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.59,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:31:02,11
row-3qcm-xh9c-ruv9,dr3m-v3by,row-3qcm-xh9c-ruv9,dr3m-v3by,35006647,PPAYITR1XXX,Postepay,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,3.83,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:30:51,11
row-eub9~hcsj-8y95,dr3m-v3by,row-eub9~hcsj-8y95,dr3m-v3by,35006646,PPAYITR1XXX,Postepay,00324770189,Comune di Mortara,27036,PV,65.60,2025-01-04T00:00:00,SS_MENSE,3,2025-01-04T11:30:50,11
row-9cm3.umya-cy5r,dr3m-v3by,row-9cm3.umya-cy5r,dr3m-v3by,35006645,BIC36019,American Express Payment Services,80050050154,Regione Lombardia,20124,MI,261.23,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:30:45,11
row-czmw_rdgh.5gx6,dr3m-v3by,row-czmw_rdgh.5gx6,dr3m-v3by,35006644,PPAYITR1XXX,Postepay,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,82.89,2025-01-04T00:00:00,ALER_PV,3,2025-01-04T11:30:41,11
row-natm_ggdx~wxpj,dr3m-v3by,row-natm_ggdx~wxpj,dr3m-v3by,35006643,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,136.10,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:30:32,11
row-ze3k~7yff~qq7d,dr3m-v3by,row-ze3k~7yff~qq7d,dr3m-v3by,35006642,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,91.07,2025-01-04T00:00:00,mensascolasticaprimaria,3,2025-01-04T11:30:32,11
row-bict-qfyb-qthw,dr3m-v3by,row-bict-qfyb-qthw,dr3m-v3by,35006641,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,56.51,2025-01-04T00:00:00,mensascolasticaprimaria,3,2025-01-04T11:30:32,11
row-ivhv.twft.i39b,dr3m-v3by,row-ivhv.twft.i39b,dr3m-v3by,35006639,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,102.00,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:30:30,11
row-8k82_7hj9~mv3k,dr3m-v3by,row-8k82_7hj9~mv3k,dr3m-v3by,35006638,BIC32698,LIS Pay SPA,85001870188,Comune di Vigevano,27029,PV,70.48,2025-01-04T00:00:00,ts_verbali_cds,3,2025-01-04T11:30:28,11
row-cxza~3ups_w8uu,dr3m-v3by,row-cxza~3ups_w8uu,dr3m-v3by,35006637,SIGPITM1XXX,MOONEY S.P.A.,00761890177,Comune di Brescia,25121,BS,57.00,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:30:26,11
row-b9e8_yviu.9ygr,dr3m-v3by,row-b9e8_yviu.9ygr,dr3m-v3by,35006636,PPAYITR1XXX,Postepay,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,1.09,2025-01-04T00:00:00,pedaggi,3,2025-01-04T11:30:20,11
row-sfpt_yrab~it4z,dr3m-v3by,row-sfpt_yrab~it4z,dr3m-v3by,35006635,ABI05387,BPER,00296180185,Comune di Pavia,27100,PV,100.00,2025-01-04T00:00:00,servizicimiteriali,3,2025-01-04T11:30:16,11
row-ttra_fdtv.9gqy,dr3m-v3by,row-ttra_fdtv.9gqy,dr3m-v3by,35006634,CIPBITMM,Nexi,00761890177,Comune di Brescia,25121,BS,96.35,2025-01-04T00:00:00,mensascolasticaprimaria,3,2025-01-04T11:30:12,11
row-jgjf.twpj.e8z8,dr3m-v3by,row-jgjf.twpj.e8z8,dr3m-v3by,35006633,PPAYITR1XXX,Postepay,80001070202,Provincia di Mantova,46100,MN,49.45,2025-01-04T00:00:00,lc_vcds_privati,3,2025-01-04T11:30:11,11
row-quev.p2p8-hms2,dr3m-v3by,row-quev.p2p8-hms2,dr3m-v3by,35006631,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,184.80,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:30:04,11
row-4td9~un6a_hdj8,dr3m-v3by,row-4td9~un6a_hdj8,dr3m-v3by,35006630,BIC32698,LIS Pay SPA,04724150968,Fondazione IRCCS Ca Granda Ospedale Maggiore Policlinico,20122,MI,36.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:30:02,11
row-sxgr.2wi7-9vq9,dr3m-v3by,row-sxgr.2wi7-9vq9,dr3m-v3by,35006629,SIGPITM1XXX,MOONEY S.P.A.,80050050154,Regione Lombardia,20124,MI,23.00,2025-01-04T00:00:00,Licenza di Pesca,3,2025-01-04T11:30:02,11
row-9yuv_ageu-yfmu,dr3m-v3by,row-9yuv_ageu-yfmu,dr3m-v3by,35006628,ABI08440,BCC DI CARATE BRIANZA,85001870188,Comune di Vigevano,27029,PV,65.00,2025-01-04T00:00:00,syg_salme,3,2025-01-04T11:30:01,11
row-zq2h~7f77_i4z3,dr3m-v3by,row-zq2h~7f77_i4z3,dr3m-v3by,35006627,PPAYITR1XXX,Postepay,85001870188,Comune di Vigevano,27029,PV,70.48,2025-01-04T00:00:00,ts_verbali_cds,3,2025-01-04T11:29:58,11
row-s6za.eu45~fvie,dr3m-v3by,row-s6za.eu45~fvie,dr3m-v3by,35006626,CIPBITMM,Nexi,00869010173,Comune di Flero,25020,BS,22.00,2025-01-04T00:00:00,CI_RL,3,2025-01-04T11:29:54,11
row-535q-kupn-xwck,dr3m-v3by,row-535q-kupn-xwck,dr3m-v3by,35006625,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.82,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:29:53,11
row-fw2w_vudp_7zqy,dr3m-v3by,row-fw2w_vudp_7zqy,dr3m-v3by,35006624,PPAYITR1XXX,Postepay,84507570152,Comune di Lodi,26900,LO,16.23,2025-01-04T00:00:00,servizicimiteriali,3,2025-01-04T11:29:51,11
row-rsx5.d6sk.fh8a,dr3m-v3by,row-rsx5.d6sk.fh8a,dr3m-v3by,35006623,SIGPITM1XXX,MOONEY S.P.A.,09314320962,ASST VIMERCATE,20871,MB,15.80,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:29:49,11
row-wa94~r3gb~xbic,dr3m-v3by,row-wa94~r3gb~xbic,dr3m-v3by,35006622,ABI08430,CASSA RURALE ED ARTIGIANA DI CANTU' BCC SOC. COOP.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,10.36,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:29:48,11
row-mdjw_a9xz_jmzi,dr3m-v3by,row-mdjw_a9xz_jmzi,dr3m-v3by,35006621,PPAYITR1XXX,Postepay,00772070157,Milano Serravalle - Milano Tangenziali S.P.A.,20057,MI,6.61,2025-01-04T00:00:00,sin_sollecito,3,2025-01-04T11:29:42,11
row-stjj-qhrx_2h3a,dr3m-v3by,row-stjj-qhrx_2h3a,dr3m-v3by,35006619,SIGPITM1XXX,MOONEY S.P.A.,80008750178,Provincia di Brescia,25121,BS,35.90,2025-01-04T00:00:00,os_verbali_pp,3,2025-01-04T11:29:30,11
row-psvp.smdb-tw2h,dr3m-v3by,row-psvp.smdb-tw2h,dr3m-v3by,35006618,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.48,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:29:10,11
row-ims7~57qf~ihpw,dr3m-v3by,row-ims7~57qf~ihpw,dr3m-v3by,35006617,CIPBITMM,Nexi,00761890177,Comune di Brescia,25121,BS,29.40,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:29:09,11
row-jbtk~enkn~w7ir,dr3m-v3by,row-jbtk~enkn~w7ir,dr3m-v3by,35006616,BCITITMM,Intesa Sanpaolo S.p.A,00296180185,Comune di Pavia,27100,PV,110.00,2025-01-04T00:00:00,REFEZ,3,2025-01-04T11:29:09,11
row-9sku~v9j3-sr8m,dr3m-v3by,row-9sku~v9j3-sr8m,dr3m-v3by,35006615,PPAYITR1XXX,Postepay,80008750178,Provincia di Brescia,25121,BS,44.40,2025-01-04T00:00:00,os_verbali_pp,3,2025-01-04T11:29:06,11
row-qtxh~yqyx~4pxt,dr3m-v3by,row-qtxh~yqyx~4pxt,dr3m-v3by,35006614,BCITITMM,Intesa Sanpaolo S.p.A,00283240125,Comune di Sesto Calende,21018,VA,35.00,2025-01-04T00:00:00,app_trasportoscolastico,3,2025-01-04T11:29:02,11
row-envm~uhzk-j54v,dr3m-v3by,row-envm~uhzk-j54v,dr3m-v3by,35006613,PPAYITR1XXX,Postepay,84507570152,Comune di Lodi,26900,LO,76.77,2025-01-04T00:00:00,mg_violazioni_cds,3,2025-01-04T11:29:01,11
row-98ny.2g8a~bqet,dr3m-v3by,row-98ny.2g8a~bqet,dr3m-v3by,35006612,PPAYITR1XXX,Postepay,00405070129,Comune di Lavena Ponte Tresa,21037,VA,25.62,2025-01-04T00:00:00,sc_votive,3,2025-01-04T11:28:58,11
row-t3y3~sw9n-yy5v,dr3m-v3by,row-t3y3~sw9n-yy5v,dr3m-v3by,35006611,SATYLUL1,Satispay,00632150173,Comune di Rodengo Saiano,25050,BS,29.40,2025-01-04T00:00:00,MULTE_RL,3,2025-01-04T11:28:55,11
row-ejyc-u2eb_pg55,dr3m-v3by,row-ejyc-u2eb_pg55,dr3m-v3by,35006610,BPMOIT22,BPER Banca S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,4.59,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:28:46,11
row-ajwe~bnww_mgc8,dr3m-v3by,row-ajwe~bnww_mgc8,dr3m-v3by,35006609,ABI03015,FinecoBank Banca Fineco S.p.A.,03622110132,ASST Lariana,22100,CO,102.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:28:46,11
row-zzr8_d9qb.xj37,dr3m-v3by,row-zzr8_d9qb.xj37,dr3m-v3by,35006608,CIPBITMM,Nexi,09314190969,ATS della Brianza,20900,MB,20.10,2025-01-04T00:00:00,ATS324_ECOFIN,3,2025-01-04T11:28:42,11
row-ecij~53s3-47sg,dr3m-v3by,row-ecij~53s3-47sg,dr3m-v3by,35006607,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,131.58,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:28:42,11
row-cv63.ugdc-7gup,dr3m-v3by,row-cv63.ugdc-7gup,dr3m-v3by,35006606,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,73.10,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:28:36,11
row-ywm5.z8tg.jwyj,dr3m-v3by,row-ywm5.z8tg.jwyj,dr3m-v3by,35006605,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.27,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:28:08,11
row-v64a-pkns~fiit,dr3m-v3by,row-v64a-pkns~fiit,dr3m-v3by,35006604,ABI03069,Intesa Sanpaolo S.p.A,00407800168,Comune di Trescore Balneario,24069,BG,819.15,2025-01-04T00:00:00,app_sad,3,2025-01-04T11:28:05,11
row-4wmm~3qtg~5w9w,dr3m-v3by,row-4wmm~3qtg~5w9w,dr3m-v3by,35006603,ATPIITM1,A-Tono Payment Institute S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,8.59,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:27:54,11
row-qere~giwc_dbgy,dr3m-v3by,row-qere~giwc_dbgy,dr3m-v3by,35006602,PPAYITR1XXX,Postepay,80008750178,Provincia di Brescia,25121,BS,44.40,2025-01-04T00:00:00,os_verbali_pp,3,2025-01-04T11:27:45,11
row-ahxb-bmaq-xwvk,dr3m-v3by,row-ahxb-bmaq-xwvk,dr3m-v3by,35006601,BPPIITRRXXX,Poste Italiane S.p.A.,00828590158,Comune di San Donato Milanese,20097,MI,110.00,2025-01-04T00:00:00,TRIBTARI,3,2025-01-04T11:27:43,11
row-gzqu_u6tt~jwwv,dr3m-v3by,row-gzqu_u6tt~jwwv,dr3m-v3by,35006600,SIGPITM1XXX,MOONEY S.P.A.,00182090183,A.L.E.R. DI PAVIA-LODI,27100,PV,203.05,2025-01-04T00:00:00,ALER_PV,3,2025-01-04T11:27:42,11
row-auxe~4k2y.um2s,dr3m-v3by,row-auxe~4k2y.um2s,dr3m-v3by,35006599,BNLIITRR,Worldline Merchant Services Italia S.p.A.,85001870188,Comune di Vigevano,27029,PV,70.48,2025-01-04T00:00:00,ts_verbali_cds,3,2025-01-04T11:27:36,11
row-6u4x-8kq5.b9wt,dr3m-v3by,row-6u4x-8kq5.b9wt,dr3m-v3by,35006598,CIPBITMM,Nexi,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,1.77,2025-01-04T00:00:00,pedaggi,3,2025-01-04T11:27:34,11
row-5g8z~p2rm~4t8v,dr3m-v3by,row-5g8z~p2rm~4t8v,dr3m-v3by,35006597,BPMOIT22,BPER Banca S.p.A.,87003290159,Comune di Arcore,20862,MB,129.40,2025-01-04T00:00:00,servassdom,3,2025-01-04T11:27:31,11
row-ufny-g3dy-b69n,dr3m-v3by,row-ufny-g3dy-b69n,dr3m-v3by,35006596,BIC32698,LIS Pay SPA,09320520969,ATS della Citta' Metropolitana di Milano,20122,MI,20.10,2025-01-04T00:00:00,ATS321_VET_SCIA,3,2025-01-04T11:27:30,11
row-yt3q.a9r9-uq38,dr3m-v3by,row-yt3q.a9r9-uq38,dr3m-v3by,35006595,PPAYITR1XXX,Postepay,00397220187,Comune di Belgioioso,27011,PV,100.00,2025-01-04T00:00:00,nv_mensascolastica,3,2025-01-04T11:27:28,11
row-vwim-ypty~a5tr,dr3m-v3by,row-vwim-ypty~a5tr,dr3m-v3by,35006594,BPMOIT22,BPER Banca S.p.A.,00566590139,Comune di Lomazzo,22074,CO,121.10,2025-01-04T00:00:00,mg_violazioni_cds,3,2025-01-04T11:27:23,11
row-t8a5.er7k.6i2g,dr3m-v3by,row-t8a5.er7k.6i2g,dr3m-v3by,35006593,BCITITMM,Intesa Sanpaolo S.p.A,82000710150,Comune di Bareggio,20008,MI,13.00,2025-01-04T00:00:00,dg_scolastici,3,2025-01-04T11:27:19,11
row-cd22.fqnx-2xdd,dr3m-v3by,row-cd22.fqnx-2xdd,dr3m-v3by,35006592,BIC32698,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.82,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:27:11,11
row-r747~4sgu.qnej,dr3m-v3by,row-r747~4sgu.qnej,dr3m-v3by,35006591,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,7.04,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:27:07,11
row-v5s6.79pd-wbus,dr3m-v3by,row-v5s6.79pd-wbus,dr3m-v3by,35006590,PPAYITR1XXX,Postepay,00178480208,Comune di Suzzara,46029,MN,22.50,2025-01-04T00:00:00,SP_PRESCUOLA,3,2025-01-04T11:27:06,11
row-d7g4_idxc_2bf4,dr3m-v3by,row-d7g4_idxc_2bf4,dr3m-v3by,35006589,ABI03069,Intesa Sanpaolo S.p.A,04114370168,ASST Papa Giovanni XXIII,24127,BG,152.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:26:58,11
row-u8a5-dxg7-vxcf,dr3m-v3by,row-u8a5-dxg7-vxcf,dr3m-v3by,35006588,CIPBITMM,Nexi,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,2.18,2025-01-04T00:00:00,pedaggi,3,2025-01-04T11:26:54,11
row-ingj_njca.mu79,dr3m-v3by,row-ingj_njca.mu79,dr3m-v3by,35006586,BPMOIT22,BPER Banca S.p.A.,87003290159,Comune di Arcore,20862,MB,97.00,2025-01-04T00:00:00,trasporto_auser,3,2025-01-04T11:26:44,11
row-hbba-q3v8-8awj,dr3m-v3by,row-hbba-q3v8-8awj,dr3m-v3by,35006585,SIGPITM1XXX,MOONEY S.P.A.,00634160170,Comune di Rezzato,25086,BS,58.10,2025-01-04T00:00:00,in_violazione_cds,3,2025-01-04T11:26:30,11
row-nz5h.d9je.zkhw,dr3m-v3by,row-nz5h.d9je.zkhw,dr3m-v3by,35006584,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,30.84,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:26:22,11
row-sicr_zb6w_nhri,dr3m-v3by,row-sicr_zb6w_nhri,dr3m-v3by,35006583,PPAYITR1XXX,Postepay,00341480184,Comune di Val di Nizza,27050,PV,26.84,2025-01-04T00:00:00,sc_votive,3,2025-01-04T11:26:19,11
row-t63a.y3n3.kku5,dr3m-v3by,row-t63a.y3n3.kku5,dr3m-v3by,35006582,BNLIITRR,Worldline Merchant Services Italia S.p.A.,80050050154,Regione Lombardia,20124,MI,223.09,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:26:17,11
row-y84j_x4wv-yg6w,dr3m-v3by,row-y84j_x4wv-yg6w,dr3m-v3by,35006581,ABI02008,Unicredit S.p.A,09321970965,ASST Santi Paolo e Carlo,20142,MI,22.50,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:25:58,11
row-nsn8.st8r-scsg,dr3m-v3by,row-nsn8.st8r-scsg,dr3m-v3by,35006580,SIGPITM1XXX,MOONEY S.P.A.,03622110132,ASST Lariana,22100,CO,22.50,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:25:58,11
row-ec6n.i2bc_i9j5,dr3m-v3by,row-ec6n.i2bc_i9j5,dr3m-v3by,35006579,PPAYITR1XXX,Postepay,00424960136,Comune di Inverigo,22044,CO,20.00,2025-01-04T00:00:00,app_mensascolastica,3,2025-01-04T11:25:46,11
row-ip4n-vyk7~qz8r,dr3m-v3by,row-ip4n-vyk7~qz8r,dr3m-v3by,35006578,PPAYITR1XXX,Postepay,00309270122,Comune di Cairate,21050,VA,30.00,2025-01-04T00:00:00,TB_RIFIUTI,3,2025-01-04T11:25:46,11
row-944y_9ixv.3u8s,dr3m-v3by,row-944y_9ixv.3u8s,dr3m-v3by,35006577,BIC36019,American Express Payment Services,80050050154,Regione Lombardia,20124,MI,247.99,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:25:43,11
row-3cze_4v23~j44r,dr3m-v3by,row-3cze_4v23~j44r,dr3m-v3by,35006576,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.82,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:25:41,11
row-u4dd.gsi8~rfmi,dr3m-v3by,row-u4dd.gsi8~rfmi,dr3m-v3by,35006575,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,6.82,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:25:41,11
row-tm6q-tu9q.d7j8,dr3m-v3by,row-tm6q-tu9q.d7j8,dr3m-v3by,35006574,BIC32698,LIS Pay SPA,00637630120,Comune di Crosio Della Valle,21020,VA,90.00,2025-01-04T00:00:00,TB_RIFIUTI,3,2025-01-04T11:25:40,11
row-8829_jri7_uzjn,dr3m-v3by,row-8829_jri7_uzjn,dr3m-v3by,35006573,ABI03069,Intesa Sanpaolo S.p.A,00224000125,Comune di Busto Arsizio,21052,VA,10.00,2025-01-04T00:00:00,amm_concorsi_ruolo,3,2025-01-04T11:25:40,11
row-372e-9esp.ayey,dr3m-v3by,row-372e-9esp.ayey,dr3m-v3by,35006572,BAPPIT21,Banca Popolare di Milano SpA,09323530965,ASST Rhodense,20024,MI,65.20,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:25:36,11
row-3yvj-48it~hyh7,dr3m-v3by,row-3yvj-48it~hyh7,dr3m-v3by,35006571,PPAYITR1XXX,Postepay,83005620154,Comune di Limbiate,20812,MB,43.00,2025-01-04T00:00:00,mg_rifiuti_ac,3,2025-01-04T11:25:31,11
row-zes4-b79p~bcwp,dr3m-v3by,row-zes4-b79p~bcwp,dr3m-v3by,35006570,SIGPITM1XXX,MOONEY S.P.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.49,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:25:30,11
row-cgda_tr6y-e5mq,dr3m-v3by,row-cgda_tr6y-e5mq,dr3m-v3by,35006569,CIPBITMM,Nexi,02613080189,ASST PAVIA,27100,PV,17.90,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:25:30,11
row-th2q.kfyq.f265,dr3m-v3by,row-th2q.kfyq.f265,dr3m-v3by,35006568,BPPIITRRXXX,Poste Italiane S.p.A.,00828590158,Comune di San Donato Milanese,20097,MI,144.80,2025-01-04T00:00:00,IMMOBILISPESE,3,2025-01-04T11:25:22,11
row-id6m.x3fw-pvf7,dr3m-v3by,row-id6m.x3fw-pvf7,dr3m-v3by,35006567,BNLIITRR,Worldline Merchant Services Italia S.p.A.,80050050154,Regione Lombardia,20124,MI,86.97,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:25:20,11
row-shqe.k7nf_d4b8,dr3m-v3by,row-shqe.k7nf_d4b8,dr3m-v3by,35006566,ABI36092,Olinda SAS,00761890177,Comune di Brescia,25121,BS,32.00,2025-01-04T00:00:00,bollomobil,3,2025-01-04T11:25:18,11
row-9euy.bkws.3ikm,dr3m-v3by,row-9euy.bkws.3ikm,dr3m-v3by,35006565,BCITITMM,Intesa Sanpaolo S.p.A,80050050154,Regione Lombardia,20124,MI,20.76,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T11:25:12,11
row-k8u3~7smi~386i,dr3m-v3by,row-k8u3~7smi~386i,dr3m-v3by,35006564,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,119.92,2025-01-04T00:00:00,arc_sssemiresiddiur,3,2025-01-04T11:25:03,11
row-rqtc.w9si~7s6i,dr3m-v3by,row-rqtc.w9si~7s6i,dr3m-v3by,35006563,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,232.67,2025-01-04T00:00:00,arc_sssemiresiddiur,3,2025-01-04T11:25:03,11
row-ryve~txya~ns26,dr3m-v3by,row-ryve~txya~ns26,dr3m-v3by,35006562,PPAYITR1XXX,Postepay,04114370168,ASST Papa Giovanni XXIII,24127,BG,36.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:24:59,11
row-3yq6~t7jr~29mx,dr3m-v3by,row-3yq6~t7jr~29mx,dr3m-v3by,35006561,ABI03058,CheBanca! S.p.A.,00761890177,Comune di Brescia,25121,BS,73.10,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:24:56,11
row-b6x5.vmux-xekj,dr3m-v3by,row-b6x5.vmux-xekj,dr3m-v3by,35006560,PPAYITR1XXX,Postepay,88002390172,Comune di Pralboino,25020,BS,337.80,2025-01-04T00:00:00,PASTIDOMICILIO_RL,3,2025-01-04T11:24:54,11
row-h7xm~mr6c~2h64,dr3m-v3by,row-h7xm~mr6c~2h64,dr3m-v3by,35006559,POSOIT22XXX,Banca Popolare di Sondrio,80005370137,Comune di Como,22100,CO,29.40,2025-01-04T00:00:00,meg_violazioni_cds,3,2025-01-04T11:24:52,11
row-m7by.f2eg~4kwx,dr3m-v3by,row-m7by.f2eg~4kwx,dr3m-v3by,35006558,PPAYITR1XXX,Postepay,00761890177,Comune di Brescia,25121,BS,29.40,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T11:24:52,11
row-hshh-ga8a~xryh,dr3m-v3by,row-hshh-ga8a~xryh,dr3m-v3by,35006557,BIC32698,LIS Pay SPA,00623530136,Comune di Lecco,23900,LC,115.50,2025-01-04T00:00:00,mg_violazioni_cds,3,2025-01-04T11:24:51,11
row-fn77.uyj6-wzfi,dr3m-v3by,row-fn77.uyj6-wzfi,dr3m-v3by,35006556,BPPIITRRXXX,Poste Italiane S.p.A.,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.27,2025-01-04T00:00:00,solleciti,3,2025-01-04T11:24:47,11
row-smea.p5dg_a6kb,dr3m-v3by,row-smea.p5dg_a6kb,dr3m-v3by,35006555,ABI03069,Intesa Sanpaolo S.p.A,09319690963,ASST Fatebenefratelli Sacco,20157,MI,25.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:24:34,11
row-73vf-var4_g6gg,dr3m-v3by,row-73vf-var4_g6gg,dr3m-v3by,35006554,SIGPITM1XXX,MOONEY S.P.A.,09321970965,ASST Santi Paolo e Carlo,20142,MI,36.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T11:24:26,11
