Subject,type,rowID,member,id,psp_id,psp_desc,ente_cf,ente_desc,ente_cap,ente_prov,pag_importo,pag_data,tipo_dovuto,modello,ultima_modifica_data,ora
row-75p7.sjsn.mkx3,dr3m-v3by,row-75p7.sjsn.mkx3,dr3m-v3by,35006136,BIC32698,LIS Pay SPA,00854930179,Comune di San Gervasio Bresciano,25020,BS,22.00,2025-01-04T00:00:00,CI_RL,3,2025-01-04T10:57:38,10
row-pmne.3zap_sfi8,dr3m-v3by,row-pmne.3zap_sfi8,dr3m-v3by,35006134,BNLIITRR,Worldline Merchant Services Italia S.p.A.,02481970206,ATS della Val Padana,46100,MN,26.80,2025-01-04T00:00:00,ATS327_LIB_VET,3,2025-01-04T10:57:29,10
row-7bjs~f5xs-pt9t,dr3m-v3by,row-7bjs~f5xs-pt9t,dr3m-v3by,35006133,PPAYITR1XXX,Postepay,80001070202,Provincia di Mantova,46100,MN,59.25,2025-01-04T00:00:00,lc_vcds_privati,3,2025-01-04T10:57:27,10
row-8ivv.mxpx.ytm7,dr3m-v3by,row-8ivv.mxpx.ytm7,dr3m-v3by,35006132,BPMOIT22,BPER Banca S.p.A.,00303490189,Fondazione IRCCS Policlinico S.Matteo,27100,PV,134.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T10:57:25,10
row-9xqf_g48d~wj3j,dr3m-v3by,row-9xqf_g48d~wj3j,dr3m-v3by,35006131,SATYLUL1,Satispay,02613080189,ASST di Pavia,27100,PV,70.00,2025-01-04T00:00:00,TICKET_SANITARIO,3,2025-01-04T10:57:24,10
row-2aum_9e22~yms8,dr3m-v3by,row-2aum_9e22~yms8,dr3m-v3by,35006130,SIGPITM1XXX,MOONEY S.P.A.,00453990178,Comune di Bagnolo Mella,25021,BS,86.10,2025-01-04T00:00:00,dt_mensascolastica,3,2025-01-04T10:57:22,10
row-ypjz_xiep~tv3d,dr3m-v3by,row-ypjz_xiep~tv3d,dr3m-v3by,35006129,SIGPITM1XXX,MOONEY S.P.A.,00453990178,Comune di Bagnolo Mella,25021,BS,102.50,2025-01-04T00:00:00,dt_mensascolastica,3,2025-01-04T10:57:19,10
row-gn3m.wa8z~k68n,dr3m-v3by,row-gn3m.wa8z~k68n,dr3m-v3by,35006128,PPAYITR1XXX,Postepay,80008750178,Provincia di Brescia,25121,BS,127.60,2025-01-04T00:00:00,os_verbali_pp,3,2025-01-04T10:57:18,10
row-dvvb-zeqr.i798,dr3m-v3by,row-dvvb-zeqr.i798,dr3m-v3by,35006127,BPMOIT22,BPER Banca S.p.A.,00468890181,Comune di Borgo Priolo,27040,PV,240.00,2025-01-04T00:00:00,sc_dirittivari,3,2025-01-04T10:57:16,10
row-i7fa~iee2~res5,dr3m-v3by,row-i7fa~iee2~res5,dr3m-v3by,35006126,SIGPITM1XXX,MOONEY S.P.A.,00453990178,Comune di Bagnolo Mella,25021,BS,53.30,2025-01-04T00:00:00,dt_mensascolastica,3,2025-01-04T10:57:16,10
row-ttbj.ack3-s3bd,dr3m-v3by,row-ttbj.ack3-s3bd,dr3m-v3by,35006125,BIC32698,LIS Pay SPA,00397220187,Comune di Belgioioso,27011,PV,144.00,2025-01-04T00:00:00,nv_mensascolastica,3,2025-01-04T10:57:15,10
row-h55j.t3kd-syyt,dr3m-v3by,row-h55j.t3kd-syyt,dr3m-v3by,35006123,BNLIITRR,Worldline Merchant Services Italia S.p.A.,80050050154,Regione Lombardia,20124,MI,193.56,2025-01-04T00:00:00,Tassa Auto,3,2025-01-04T10:57:10,10
row-9zip.af4j.9w28,dr3m-v3by,row-9zip.af4j.9w28,dr3m-v3by,35006122,PPAYITR1XXX,Postepay,84503580155,Comune di Mediglia,20060,MI,59.00,2025-01-04T00:00:00,TB_RIFIUTI,3,2025-01-04T10:57:08,10
row-q4uj_ixbn-g3cj,dr3m-v3by,row-q4uj_ixbn-g3cj,dr3m-v3by,35006121,BIC32698,LIS Pay SPA,00703920132,Comune di Merate,23807,LC,29.40,2025-01-04T00:00:00,os_violazionecds,3,2025-01-04T10:57:06,10
row-iqi3_5m9w_pfis,dr3m-v3by,row-iqi3_5m9w_pfis,dr3m-v3by,35006120,PPAYITR1XXX,Postepay,83000670204,Comune di Viadana,46019,MN,192.50,2025-01-04T00:00:00,pj_mensascolastica,3,2025-01-04T10:57:02,10
row-wyxd-23cx~98yr,dr3m-v3by,row-wyxd-23cx~98yr,dr3m-v3by,35006119,BNLIITRR,Worldline Merchant Services Italia S.p.A.,88002390172,Comune di Pralboino,25020,BS,50.00,2025-01-04T00:00:00,MENSA_RL,3,2025-01-04T10:57:02,10
row-ufck_2ppi~a7fu,dr3m-v3by,row-ufck_2ppi~a7fu,dr3m-v3by,35006118,ABI03385,Isy Bank S.p.A.,00761890177,Comune di Brescia,25121,BS,29.40,2025-01-04T00:00:00,ts_sanamm,3,2025-01-04T10:56:53,10
row-stvw.cwzc_hfsd,dr3m-v3by,row-stvw.cwzc_hfsd,dr3m-v3by,35006117,BIC32698,LIS Pay SPA,08558150150,Autostrada Pedemontana Lombarda Spa,20159,MI,5.49,2025-01-04T00:00:00,solleciti,3,2025-01-04T10:56:51,10
row-8u8j~4rkf~8x4y,dr3m-v3by,row-8u8j~4rkf~8x4y,dr3m-v3by,35006116,PPAYITR1XXX,Postepay,00283550127,Comune di Taino,21020,VA,18.90,2025-01-04T00:00:00,servpersonasociali,3,2025-01-04T10:56:46,10
